course_id,course_name,description_clean,keywords,industry,level
45885,Data Visualization,"At the core, working with data and telling interesting stories to improve business performance are fundamental to a role of data scientist. This course is designed to help you learn how to communicate something to someone using data. It is a hands on introduction to data visualization, presentation and exploration. This course covers these core skills while also giving students some familiarity with relevant software, statistical and visualization techniques and programming.","['data visualization', 'business performance', 'data communication', 'data exploration', 'software familiarity', 'statistical techniques', 'visualization techniques', 'programming skills']",business & management,advanced
45890,Inclusive Approaches to Resolving Workplace Conflicts,"Consulting and Conflict Resolution offers you a systematic methodology for improving your interpersonal communications skills as well as your effectiveness as a consultant, mediator, and business leader. In the course students learn how employ the strategies that experts use to handle difficult people, to circumvent the dirty tricks that hard bargainers play, and to get their business recommendations and advice implemented. Students role-play consultants, clients, CEO's, investors, etc. in real business cases and receive extensive feedback on their performance. Students also have the opportunity to negotiate with a high-level labor negotiator and to consult with experienced management consultants playing the roles of some of their most difficult clients.","['conflict resolution', 'interpersonal communication', 'consultant skills', 'mediation', 'business leadership', 'negotiation', 'labor negotiator', 'management consultant', 'real business cases']",business & management,advanced
45893,Communicating DEI in the Workplace,"When choosing whom to work for, employees are seeking companies that value and commit to the principles of Diversity, Equity, and Inclusion (Poets & Quants, 2021). DEI work is not only the right thing to do; it also drives business results. This course is designed to give students an appreciation for DEI practices as they learn to apply those principles in their own organizations. Students will consider ways to communicate the concepts and applications of Diversity, Equity, and Inclusion from the hiring process and into the workplace, including teamwork, interpersonal interactions, and innovation.","['diversity', 'equity', 'inclusion', 'workplace communication', 'business results', 'hiring process', 'teamwork', 'interpersonal interactions', 'innovation', 'applied principles']",business & management,advanced
45895,Acting for Business I,"The purpose of this Business Acting course is to widen your public comfort zone & to unlock your potential for greater expressive power for use in business communications. This experiential course helps participants to get ""out of themselves"" and to become more expressive, outgoing & connected when communicating. This course concerns itself with live, interpersonal, face-to-face communication in public space; this is done through learning & practicing the specific communication tools of Acting in live theatre. The course teaches empathetic listening & assertive influence achieved through practical Acting tools rooted in the basic concepts of ""Action"" & of the Speaker's ""Best Possible Self"", & through the cumulative Seven Stages to Executive Presence. Participants must validate their own participation by working with openness & enthusiasm toward improving their ability to influence others. Note: This is not a course in professional lying. Instead, it teaches expressive power with which to better communicate what you believe to be true. It does not prescribe formulaic, ""correct"" answers regarding behavior in particular business situations, nor does it deal with or value copying movie or television acting. Instead, the course teaches how to effectively influence & impact people live in a room -- and lays out a system for doing so.","['business communication', 'expressive power', 'interpersonal communication', 'assertive influence', 'executive presence', 'theatre', 'face-to-face communication']",business & management,advanced
45896,AI for Business Communication,"AI technologies are increasingly used to support productivity and facilitate improved communication in corporate settings. Going forward employees and their managers will need to understand how to use AI tools to support effective stakeholder communication. This will include the ability to use AI tools to plan, draft and revise verbal and written messages. Professionals will also need to know how to use AI tools to conduct research, analyze and visualize data, enhance text with images, and communicate efficiently in teams. Future leaders will not only need to know how to use AI to support their communication goals but will also need to make ethically sound policy decisions about when to use them. This course builds students' technical and ethical proficiency with AI tools when using them to assist with workplace communication. In addition to developing their understanding of how to effectively use AI to facilitate communication processes, students will increase their awareness of what types of arguments are effective and ineffective in the decision to implement or reject AI tools that impact managerial, team, and client/customer communication. By completing assignments with the use of genAI and participating in lectures, group case discussions, communication simulations, and self-reflections students will increase understanding of the uses of AI in business communication - what it is and what it can do. learn best practices for using AI to generate communication strategies when creating verbal and written messages. build awareness of ethical and social implications of implementing AI tools for communicating in professional settings. apply ethical frameworks to inform policy decisions about when and how to use AI tools to facilitate workplace communication.","['ai', 'communication', 'ethics', 'ai tools', 'workplace', 'verbal', 'written', 'data analysis', 'visualization', 'teamwork']",business & management,advanced
45897,Corporate Communications Simulation,"Organizational leadership requires a wide range of skills. This theory- to- practice course allows students to demonstrate leadership skills in a simulated environment. The class will form the leadership team for a large corporation. Each student will take on the role of a top executive. For example, roles such as CFO, CIO, and CMO are usually selected. Students remain in role for the entire mini. Through analysis and examination of what is best for the company and its stakeholders, students, as part of the leadership team, will discuss and make top level decisions that define the organization. Activities the leadership team will explore include mission/vision analysis, SWOT, TOWS and strategic planning, communication and media planning, and performance assessment.","['leadership', 'simulation', 'corporate', 'communication', 'swot', 'tows', 'mission', 'vision']",business & management,advanced
45899,International Management Capstone,No course description provided.,"['global management', 'capstone course', 'international business', 'management skills', 'leadership', 'cross-cultural communication', 'project management', 'case studies', 'business ethics']",business & management,advanced
45900,Business Language Analytics,"Course goals The central focus of the course is on the structure of business language in both numbers and texts, not necessarily on analytical tools and techniques (which would likely change over time). The course overall goal is to equip students with an understanding of financial data structure at a level such that students would feel comfortable facing future analytical tasks not explicitly covered in class. Key topics ¿ Financial statement numbers and the articulation structure. ¿ Matrix and graph representations of financial statement data. ¿ Creating and accessing financial statement datasets in tabular and graph forms. ¿ Basic data analysis using financial statement datasets including both descriptive and predictive tasks. ¿ Corporate regulatory filing data and its textual structure ¿ Basic data analysis using regulatory filings datasets including quantifying text complexity, similarity.","['solutionfinancial statement numbers', 'articulation structure', 'matrix representation', 'graph representation', 'financial datasets', 'descriptive analysis', 'predictive analysis', 'regulatory filings', 'text complexity', 'text similarity']",business & management,advanced
45905,Funding Early Stage Ventures,"Funding Early Stage Ventures is a course intended for students interested in the area of high-risk finance from the entrepreneurial and venture capital perspectives. It is highly recommended that students have taken Entrepreneurship for High Growth Companies (45-805). Enrollment is limited to 45 students. The course will be of interest to the student interested in an entrepreneurial career, and who wants to expand his understanding of finance as it relates to a small company in its early stages of growth. The course will also be useful for the student interested in venture capital or other forms of high-risk investing.The course intends to build on the concepts introduced in the Entrepreneurship courses 45805 and 45806. The course will extend the concepts to emphasize the financial aspects of entrepreneurship, and particularly the strategy for successfully raising money. The course will be a combination of readings, lectures and case analyses that emphasize each area, with appropriate class visitors. Upon the completion of the course, the student will understand the complexities and nuances involved in creating successful investment transactions for the company, investors and founders. The student will learn to appreciate the ""art of the deal"" and how deals get done in the real world. The course will begin with an analysis of risk in the entrepreneurial setting, and then will proceed to look at the structure of the venture capital industry. It is important to understand the process and context in which equity investors make decisions and how an entrepreneur can favorably affect that decision process. Throughout the course there will be exposure to the private investor and how capital from that source compares to institutional venture capital.The course will then look at the due diligence process that both the investor and entrepreneur go through, with the use of a real life case that allows the stu","['early', 'stage', 'ventures', 'intended', 'area', 'high-risk', 'finance', 'entrepreneurial']",business & management,advanced
45907,Commercialization and Innovation: Workshop: Innovator's Workshop,"Commercialization & Innovation is offered in two minis to Tepper School of Business MBA students and to qualified graduate students from other CMU schools, as places are available. The first mini (45-807) is entitled Commercialization and Innovation, Strategy, and the second mini (45-907) is entitled Commercialization and Innovation, Workshop. 45-807 is a prerequisite for 45-907. The course sequence is targeted at entrepreneurs and innovators who are interested in introducing innovations to the marketplace through start-up, emerging and established organizations. Class participants will learn how to evaluate, develop and describe their industries, market opportunities and customer/user needs, solutions for established market need, and business models appropriate for early investors, potential partners and employees, and corporate executives to acquire successfully the key resources necessary in the initial stages of the life cycle for market entry and growth. Commercialization and Innovation, Strategy (45-807) focuses on innovation (transformational or disruptive innovations and by sustained innovations) and on the development of open innovation business models and market strategies required to introduce these innovations into the market, grow thru market share capture, and to establish dominant market positions. Students will gain a perspective of various current theories and models of innovation, how innovations are brought to the market and positioned for successful launch and subsequent growth. Students study and discuss both successful and unsuccessful attempts to bring innovations to the market via a series of lectures, readings, and case discussions. The first mini course focuses on the upfront strategic market thinking that must be the basis of a proactive and potent business plan to introduce innovations to the marketplace. It is the result of intense understanding of the SET factors (social, econom","['- innovation', '- commercialization', '000000- entrepreneurship', '- business strategy', '- market analysis', '- business models', '- open innovation', '- case studies', '-']",business & management,advanced
45909,Designing and Leading a Business CAP-S,Capstone project Pittsburgh campus course for the Entrepreneurship Track,"['business cap-s', 'entrepreneurship track', 'capstone project', 'pittsburgh campus', 'project', 'design', 'leadership']",business & management,advanced
45910,Behavioral Economics,"This course is intended to give future managers and policy makers an introduction to the insights and applications of behavioral economics. Behavioral economics is the interdisciplinary study of how people make decisions. It draws together research from psychology, economics, and management to address topics including heuristics and biases in inference and prediction, risk perceptions and attitudes, and the roles of group and emotional processes in decision making. This behavioral approach is different from the traditional approach of how people should make decisions, which is often the content of classic economic theory. Studying the heuristics and biases behind how people actually make decisions is the focus of this course.","['behavioral economics', 'heuristics', 'biases', 'risk perceptions', 'group processes', 'emotional processes', 'psychology', 'economics']",business & management,advanced
45916,Energy Policy and Economics,"This course will begin with a review of microeconomic concepts and tools necessary for analysis of the topics covered in the class. The course will explore how past energy technology policies and choices are intertwined with pathways of economic development, social impacts, macroeconomic measurement and performance. This course will explore how a wide variety of policy mechanisms- technology policy, utility regulation and restructuring, emissions policies, multilateral interventions and agreements, and corporate strategies-can shape energy use and the environmental impacts of energy systems. Study examples will draw from both developed and developing countries.","['microeconomics', 'energy technology', 'economic development', 'social impacts', 'macroeconomic measurement', 'energy policy', 'utility regulation', 'emissions policies', 'multilateral agreements', 'corporate strategiesextract to']",business & management,advanced
45918,Fundamentals & Future of Real Estate,No course description provided.,"['real estate fundamentals', 'real estate future', 'real estate investment', 'real estate markets', 'real estate trends', 'real estate economics', 'real estate development', 'real estate valuation', 'real estate education', 'real estate innovation']",business & management,advanced
45924,Debt Markets,"Modern valuation methods will be used to analyze financial claims whose value depends upon interest rate movements and credit issues. Instruments such as bonds (both callable and noncallable), mortgages, interest rate swaps and bond options will be examined. We will use and discuss features of different instruments from the perspective of both borrowers & lenders, the implications for the structure of their cash flows and associated valuation and hedging of the instruments. We will use basic bond mathematics and discounting, broad valuation principles, risk management concepts such as duration and convexity, and specific parametric models of interest rate dynamics. A variety of alternative interest rate models will be developed in the course, along with robust methods based solely upon the absence of arbitrage. The power of convexity and duration and the importance of optionality upon risk management and valuation will be explored. Using various numerical methods, such as computer-based simulation and backwards recursion, the comparative riskiness and valuations of alternative instruments and the precision of the estimated valuations will be examined . We will address nominal vs. real interest rates, the role of monetary policy, the pricing of high-yield debt, hedging of credit risk, liquidity and short-term funding, nature of runs, the role of credit default swaps and the management of counter-party risk in derivatives trading. We will look at issues from a variety of business situations including those of borrower (both corporate and mortgage), lender, portfolio manager, arbitrageur and loan servicer and also use a range of modeling styles and techniques. The course will have a series of problem sets and a final exam.","['debt markets', 'valuation', 'financial claims', 'interest rate movements', 'credit issues', 'bonds', 'mortgages', 'interest rate swaps', 'bond options', 'borrowers']",business & management,advanced
45928,Energy Finance,"Financial markets and financial institutions have become an integral part of the energy industry. This course covers the critical aspects of this relationship. It begins with some history and institutional description. When did the ""financialization"" of the energy industry begin? Why? What exactly does this mean? Has it been an unambiguously good thing, or has it led to some unanticipated side effects (e.g., bubbles) that prompt introspection? The course goes on to explore what makes ""energy finance"" distinct from other areas of corporate finance. Examples include distinctive financing structures such as project finance and tax-based equity vehicles, the ubiquitous role played by government regulation and tax policy, forms of business organization known asMaster Limited Partnerships(MLPs), ""energy accounting and valuation,"" and a variety of financial modeling issues that are often referred to asreal option models. The course will not be overly technical. It will be more of a broad overview than an in-depth technical analysis of a particular topic. It places more emphasis oncorporate financethat on capital markets. The course is relevant for careers in the energy industry and the energy-related finance industry, as well as careers in supporting industries such as consulting. (CT, 11/2014) http://bertha.tepper.cmu.edu/telmerc/45928energy/","['energy finance', 'finan0cial markets', 'financial institutions', 'energy industry', 'financialization', 'history', 'institutional']",business & management,advanced
45942,Organizational Change,"This course focuses on processes of organizational change. The goals are to provide frameworks and tools for effectively introducing and sustaining organizational change. Topics include initiation, implementation and institutionalization of change in various organizational contexts. The course is organized around readings, cases, lectures, videos discussions and outside projects.","['organizational change', 'processes', 'frameworks', 'tools', 'implementation', 'institutionalization', 'organizational contexts', 'readings', 'cases', 'lectures']",business & management,advanced
45950,AI for Smarter Operational Decisions,"This course explores how Artificial Intelligence (AI) methods can enhance operational decision- making. It builds on Operations Research (OR) — the discipline of analytics-based decision- making — and integrates Machine Learning (ML) with optimization to improve business decisions. Traditional OR methods have separated the process of going from data to decisions into sequentially solved stages. For example, we first predict the demand, after which we will optimize a production schedule against the prediction. This separation potentially weakens the outcomes but has been necessary to keep each step manageable in terms of model size and computation. Bridging the stages by integrating their respective model can lead to better outcomes, e.g., cost savings, higher productivity, or lower risk. The recent development and application of machine learning methods to business problems have spawned a closer integration of learning (ML) and decision making (OR). These range from incorporating optimization methods into ML (e.g., via decision loss) to embedding linearized predictive ML model into optimization. These topics are still under active development by the research community and industry. We will explore some of the more established integrations of ML and OR; where business cases are available, we will use them. Otherwise, we will assess the potential business value on synthetic datasets. The lectures combine theory and methodology with hands-on cases. We will use Python to build our ML models and our Gurobi optimization. The course will include a multi-week project to be done in small groups as well as four individual homework assignments.","['ai', 'operations research', 'optimization', 'business decisions', 'cost savings', 'productivity', 'risk', 'python']",business & management,advanced
45959,Business Analytics Capstone,tba,"['business', 'analytics', 'capstone', 'tba']",business & management,advanced
45960,Sustainable Operations,"In this course we will explore and develop definitions of sustainability in general, and sustainable operations in particular. We will also investigate how companies can evaluate and implement sustainability measures, and different motivations for firms to engage or invest in sustainable efforts. We will approach sustainable operations from the value chain perspective, by identifying opportunities for sustainable actions and policies at different phases in the product life cycle. These phases range from research and development to the point where products are discarded by the consumer, for potential reuse or recycling. We will use quantitative operations models and techniques to analyze and evaluate the viability of these sustainable opportunities. Specific course topics may include: triple Bottom Line (3BL), Life Cycle Assessment, Carbon Disclosure, Remanufacturing, Closed-Loop Supply Chains, Sustainable Product Design, LEED building, ISO 14000, and Sustainable Resource Extraction. This course will use cases and assignments (in groups) to support the material discussed in class. An open book, open notes, individual exam will conclude the course.","['sustainability', 'operations', 'value chain', 'life cycle', 'sustainable product design', 'closed-loop supply chain', 'carbon disclosure', 'leed', 'iso 14000']",business & management,advanced
45967,Healthcare Operations,"U.S. healthcare industry promises numerous opportunities for significant operational improvements. This course will identify the main components of the healthcare value chain and explore how they operate in an increasingly complex and dynamic environment. We focus on the analytical techniques and tools in the healthcare environment and emphasize the strategic implementation of operations improvement programs. This integrated approach aims at helping students find ways to improve the management and delivery of healthcare to increase the effectiveness and efficiency of tomorrow's healthcare system. In this course, we will cover a wide variety of models and techniques used by decision makers and decision-support software in the healthcare industry. To support the hands-on approach, we will also examine how these models are actually used in practical healthcare environments through case studies and journal papers.","['healthcare operations', 'value chain', 'operational improvement', 'analytical techniques', 'strategic implementation', 'healthcare management', 'decision support software', 'case studies']",business & management,advanced
45970,Strategies in Information Markets,"Description: This course studies the role of information in markets, with a focus on e-commerce and technology industries. We will explore how information enhances the scope for trade, including how firms collect and aggregate information about consumers' preferences to price discriminate and tailor product recommendations, how designing rating systems that facilitate communication between consumers can overcome moral hazard and improve trade, and how information affects firms' abilities to compete and collude with each other. We will also discuss the unique features of information goods -- for example, online content, music or data about consumer behavior -- including how to produce, price and sell information. Material will be a combination of economic concepts and case studies of specific firms or industries, including Amazon, Yelp, Airbnb and Dropbox. The goal is to identify distinct features of technology and e-commerce industries and provide a solid economic understanding of the key forces underlying these markets.","['information markets', 'e-commerce', 'technology industries', 'consumer preferences', 'price discrimination', 'product recommendations', 'rating systems', 'moral hazard', 'competition', 'collusion']",business & management,advanced
45980,Big Data,"Course Description: In this course we look at the phenomenon of 'Big Data' as an emerging force in the global business environment. The course will offer a conceptual foundation for capturing, managing, and analyzing enormous amounts of data to make better business decisions (and to build completely new businesses), case studies of businesses that have made big data a core part of their strategy, and hands-on work with Big Data tools.","['big data', 'business strategy', 'data analysis', 'data management', 'business decisions', 'big data tools', 'conceptual foundation', 'case studies', 'hands-on work', 'emerging force']",business & management,advanced
45981,Developing Blockchain Use Cases,"Blockchains, or distributed ledger and consensus technologies, hold tremendous promise for improving markets and organically handling private, secure data. As CMU develops its own blockchain and token---CMU Coin---a central concern is to determine the set of applications that such technology would be most useful for. This course is designed for students to propose and, potentially, develop applications or use cases for a campus blockchain. The course begins with a brief introduction to blockchain using Bitcoin as an example of a blockchain protocol. We will examine the market failure Bitcoin was intended to resolve as well as the role of cryptography and distributed systems in enabling this new technology to create societal value. The course will go on to discuss the boundaries of the role of cryptography in blockchain. Next, we will use these tools to evaluate existing, real-world blockchain use cases with an eye towards developing our own applications of these emerging technologies. Along the way, we will learn practical development skills in distributed ledger technologies to understand blockchain programming and application development. Finally, students will propose their own blockchain use cases for CMU's own proprietary blockchain.","['blockchain', 'distributed ledger', 'consensus', 'cryptography', 'bitcoin', 'market failure', 'use cases', 'application development', 'cmu coin']",business & management,advanced
45983,Advanced AI for Business Leaders,"This course explores the dynamic intersection of leading-edge Artificial Intelligence (AI) technologies and business strategy, equipping students with the knowledge and skills to harness the transformative potential of advanced AI for organizational success. In an era characterized by data-driven decision-making, AI-driven innovation, and evolving market landscapes, businesses need strategic leaders who can navigate the complexities of AI adoption effectively. This course draws upon the most recent development of AI technologies, and discuss the corresponding strategic applications and impacts for today's business and policy decision making. Some of the technologies that will be covered in the course include: Deep Learning Image & Video Mining Temporal-Spatial Data Mining Big Data Analytics Natural Language Processing Generative AI and Foundation Models Ethics and Responsible AI This course uses a combination of lectures on case studies and readings, lectures on advanced AI techniques and industry guest speakers. This course is designed for students with a background in technology, business, policy, management, or related fields who aspire to become strategic leaders in organizations leveraging AI. We will combine lectures, case studies, group discussions, hands-on labs and projects, and industry guest speakers to provide with a holistic understanding of AI's role in shaping business strategy. If students are interested in a career as data scientists or data analysts, this class will help students understand how these data roles impact a company's business or policies. If students are interested in more managerial or business roles, this class will provide them with a foundation to understand data and analytics processes so that they may interface with these roles in their organizations.","['ai', 'business strategy', 'data-driven', 'ai adoption', 'ethics', 'resp0nsible ai', 'big data', 'generative ai']",business & management,advanced
45984,Technology Strategy & Product Management Project,to be determined,"['technology', 'strategy', 'product', 'management', 'project', 'determined']",business & management,advanced
45989,MSM Capstone: MSM Capstone,tba,"['msm', 'capstone', 'tba']",business & management,advanced
45990,Management Game,Missing Course Description - please contact the teaching department.,"['management', 'game', 'strategy', 'business', 'simulation', 'leadership', 'teamwork']",business & management,advanced
45996,Corporate Startup Lab,"Course Description In this course, teams of students (formed by the instructors) will be assigned to one client organization. Each of these organizations is an established company that's looking to start new businesses and be more entrepreneurial. Each of them will have some idea for a business they might want to start. Your mission as a team: become entrepreneurs and advance that idea as far as you can. Take your idea and run with it. Make it more specific. Look at different versions of it. Talk to potential customers and key partners. Look at the market, at competitors, and at substitutes. Figure out what assumptions need to be true for the business idea to succeed, then design little experiments (which we'll call Minimally Awesome Products, aka Minimally Viable Products) to find out how accurate those assumptions are. Throughout the course, we'll give you tools to help you do that. You'll apply tools to help think about the moving parts of the business idea, to help clarify the boundaries and advantages of the idea, and to help look at the idea from different perspectives and communicate with a variety of stakeholders who may have those perspectives.","['corporate startup lab', 'student teams', 'client organizations', 'new businesses', 'entrepreneurial', 'business idea', 'mission', 'specific', 'potential customers', 'key partners']",business & management,advanced
45997,Independent Study,nan,"['independent study', 'research', 'self-guided', 'academic', 'exploration', 'personalized', 'project', 'scholarly', 'inquiry']",business & management,advanced
45998,Independent Study,nan,"['independent study', 'research', 'self-guided', 'academic', 'exploration', 'personalized', 'project', 'scholarly', 'inquiry']",business & management,advanced
46740,Managing People and Teams,No course description provided.,"['people', 'teams', 'description', 'provided']",other,advanced
46751,Accelerate Leadership,"MSPM students are required to participate in leadership training through the Tepper School Accelerate program. The Accelerate Leadership Center offers one-to-one coaching, a series of leadership workshops and Leadership Development Certification for students to create action plans that advance their personal and professional leadership goals. The Accelerate Leadership Center offers a premier leadership development experience and enhances high-performance analytical skills with essential leadership and communication behaviors.","['mspm', 'tepper school', 'accelerate program', 'leadership workshops', 'leadership development certification', 'action plans', 'high-performance analytical skills']",arts & culture,advanced
46800,Research Practicum: Research Practicum,TBA,"['research practicum', 'research skills', 'skills development', 'academic research', 'practical experience', 'fieldwork', 'data collection', 'analysis']",business & management,advanced
46870,Business Fundamentals for High Tech Product Management,MSPM PROGRAM,"['business', 'high', 'tech', 'product', 'management', 'mspm', 'program']",business & management,advanced
46871,Principles of Product Management,MSPM STUDENTS ONLY,"['product management', 'principles', 'mspm', 'management', 'product development', 'strategy', 'business', 'marketing', 'innovation']",business & management,advanced
46872,Product Marketing,TBD,"['marketing', 'product', 'tbd']",business & management,advanced
46873,Business Presentations For Product Managers,MSPM REQUIRED COURSE,"['product management', 'business presentations']",business & management,advanced
46874,Principles of Product Management II,TBD,"['principles', 'product', 'management', 'tbd']",business & management,advanced
46884,Modern Data Management,"Data drives modern business. Transactional data systems keep the world's economy operating smoothly by tracking and processing the movement of bits, dollars, atoms, and attention across the planet. Analytic systems help managers understand and optimize their businesses. Robotic systems (both physical machines and software bots) automate a tremendous amount of the work historically done by people. In this class, you will learn to use a set of data management tools to capture, manage, and analyze data to do business better, faster, and cheaper. Students will develop their abilities to use data management tools commonly used in large corporations including SQL, AWS, and MongoDB to collect, clean, integrate, retrieve, and analyze data.","['data management', 'business optimization', 'sql', 'aws', 'mongodb', 'data analysis', 'transactional systems', 'robotic automation', 'data collection']",business & management,advanced
46885,Data Exploration and Visualization,"We live in a data rich world. Approximately, 402.74 million terabytes of data is created every day (Tech Business News 2024). When situated in the proper context, visualized data has the potential to inform decision making in businesses as well as public policy. Increasingly, data scientists are required to collect data and design visualizations as a way to push message to customers or stakeholders to drive strategy and affect change. Despite the availability of data and easy to use tools, less than stellar graphics are everywhere. At the core, working with data and telling interesting stories to improve business performance are fundamental to a role of data scientist. This course is designed to help you learn how to communicate something to someone using data. It is a hands on introduction to data visualization, presentation and exploration. This course covers these core skills while also giving students some familiarity with relevant software, statistical and visualization techniques and programming.","['data visualization', 'data exploration', 'data science', 'statistical techniques', 'visualization tools', 'business performance', 'data analysis']",public policy & social sciences,advanced
46886,Machine Learning Fundamentals,TBA,"['machine learning', 'tba']",computer science & engineering,advanced
46887,Machine Learning for Business Applications,"Machine Learning for Business Applications is an applied course in Machine Learning (ML) that focuses on familiarizing students with more advanced ML techniques. The course expands the knowledge of ML that students developed in 46-886 Machine Learning Fundamentals. Additionally, the course helps students identify and address some of the practical challenges that arise in the process of building production-grade ML systems. After completing this course, you will be able to apply the ML techniques covered in this course to address real-world business problems and recognize and address some of the practical challenges that arise in the process of building production-grade ML systems.","['business applications', 'advanced ml techniques', 'production-grade ml systems', 'real-world business problems', 'practical challenges', 'ml fundamentals', 'applied ml', 'production ml systems']",computer science & engineering,advanced
46888,Optimization for Prescriptive Analytics,"Mathematical optimization technology is key to turning data into better decision making. The application of large-scale optimization models can bring a critical competitive advantage to many firms. This course focuses on developing such optimization models for operational and strategic decision making, with applications that include vehicle routing, employee scheduling, network design and capacity planning. Methodologies include linear programming, integer programming, nonlinear programming, constraint programming, heuristics, and column generation.","['optimization', 'large-scale models', 'network design']",computer science & engineering,advanced
46889,Business Value Through Integrative Analytics,"Business Value of Integrative Analytics defines the pipeline of using data to derive descriptive insights, make predictive models and incorporate them in prescriptive decision making. It is intended to be a precursor to the MSBA capstone that will involve doing all of this in a concrete business setting. Consequently, the course will introduce these integrative ideas in the context of a case study that all students will work through in stages over the mini as part of a team.","['data', 'descriptive insights', 'predictive models', 'business case study', 'teamwork', 'mini-project', 'analytics', 'integrative ideas']",business & management,advanced
46892,Data Analytics in Finance,"The course covers methods of extracting useful information from raw financial data. Focus is placed on methods of data exploration and mining, with particular emphasis on handling large and complex financial data sets. Topics include understanding how to use nonparametric density estimation and smoothing to fit to data with minimal assumptions. We will also explore how to implement methods of unsupervised learning such as principal components analysis and nonlinear dimension reduction and understand how these approaches can yield useful representations and insights.","['data analytics', 'finance', 'data exploration', 'large data sets', 'nonparametric density estimation', 'principal components analysis', 'dimension reduction']",computer science & engineering,advanced
46893,Operations and Supply Chain Analytics,"Operations and supply chain analytics is concerned with the development and application to data of business analytics tools to support high-impact strategic, tactical, and operational decisions within both manufacturing and service firms. Topics include supply chain design, demand forecasting, inventory planning, sales and operational planning, revenue management, staffing in service organizations, and healthcare management. The underlying feature in these applications is managing the risk that arises from supply and demand mismatches with the goal of maximizing enterprise value. The course emphasizes how sophisticated and holistic implementation of the operations and supply chain analytics toolbox, integrating descriptive, predictive and prescriptive analytics techniques, can be an essential lever to increase or sustain a firm's competitive advantage.","['operations analytics', 'supply chain analytics', 'revenue management', 'risk management', 'competitive advantage', 'analytics techniques']",business & management,advanced
46894,Analytical Marketing,"Marketing has become much more quantitative and data intensive in recent years. Strategies like interactive marketing, customer relationship management, and database marketing push companies to utilize the information they collect about their customers in order to make better marketing decisions. Marketing transaction data—which is a common type of Big Data—often forms the core set of information used for making marketing decisions. This course focuses on how analytic techniques from data mining, machine learning and statistical modeling can be applied to solve marketing problems. The approach in this course is to complete a series of data intensive case studies which gives us a hands-on approach to learning marketing analytics. Each case exposes students to the data, the marketing problem, and a compatible analytical technique. Specifically, the case studies considered include customer segmentation, pricing decision support systems using retail transaction data, understanding customer churn in the cell-phone market, and upgrading freemium customers to paying customers. On the analytical side we use cluster analysis, topic models, regression, mixed models, logistic regression, decision trees, and potentially random forests and gradient boosted trees.","['marketing', 'customer segmentation', 'pricing decision support', 'customer churn', 'freemium upgrade', 'cluster analysis', 'topic models']",business & management,advanced
46897,Business Communication for Analytical Decision Making,No course description provided.,"['business', 'communication', 'analytical', 'decision', 'description', 'provided']",business & management,advanced
46898,AI Ethics for Business Analytics,"This course will explore the ethical challenges that businesses face when making use of AI, map out policies which have been proposed as solutions to these challenges, and analyze the normative arguments behind these policies. The goal of the course is to acquire the skills necessary to understand the ethical challenges which emerge from AI, and develop responsible corporate practices around these technologies. The course is organized around seven core principles for the responsible use of AI: (1) Autonomy, (2) Explainability, (3) Benefit, (4) Responsibility/Control, (5) Non-Discrimination, (6) Fairness, and (7) Dignity. We will focus on a different domain of use to illustrate each principle, including cases from transportation, healthcare, media, lending, and marketing.","['ai ethics', 'business analytics', 'ethical challenges', 'ai policies', 'responsible practices', 'core principles', 'autonomy', 'explainability', 'benefit', 'responsibility']",business & management,advanced
46899,MSBA CAPSTONE,"The capstone project is an integrative, applied, and real-world educational experience for MSBA students. Each project is sponsored by a business or enterprise that contributes a specific business problem or question along with data and other information that is helpful in addressing the problem. The task of the student team is to use the analytical frameworks, methods, and skills learned during the MSBA program to refine, solve, and communicate a proposed solution or answer to the project sponsor. The student team is expected to work closely with the project sponsor and benefit from the guidance of a Tepper advisor/mentor.","['msba', 'capstone', 'project', 'real-world', 'business problem', 'analytical frameworks', 'methods', 'solution', 'communication', 'mentorship']",arts & culture,advanced
46902,Financial Computing II,"Financial Computing II will introduce the fundamentals of the C++ programming language: 1. Variables, assignment, literals, fundamental data types (char, int, double, bool, unsigned), decisions, loops (while and for), arithmetic, equality/inequality, relational and logical operators 2. Functions, parameters, local variables, return types and values, static and const 3. C-style strings and the C++ Standard Library string class 4. Pointers, dynamic memory allocation, linked data structures, recursion, header and code files 5. Classes, constructors and destructors, member functions, overloading, inheritance, polymorphism, class vs. instance variables 6. STL (Standard Template Library) classes: vector, list, set, map, ..., iterators, and algorithms","['variables', 'data types', 'loops', 'arithmetic', 'operators', 'functions', 'parameters', 'strings']",computer science & engineering,advanced
46903,Financial Computing III,"In Financial Computing III we implement in C++ the key numerical routines used in the financial industry. The topics include spline interpolation, least-square fitting, finite differences, Fast Fourier Transform, and adjoint differentiation. As usual, examples and homework exercises will be drawn from finance-related sources. Non-MSCF students may not take this course without written permission from the instructor. To be eligible, you must be a BSCF student, or a graduate student enrolled in an MSCF participating college/department (Stats & Data Science, Heinz, Tepper, Computer Science Dept.,or Math Sciences). PhD students with relevant research may be eligible with permission from the instructor.","['data science', 'financial', 'computing', 'implement', 'key', 'numerical', 'routines', 'used']",computer science & engineering,advanced
